id,price,speed,hd,ram,screen,cores,cd,laptop,trend
656,4269,35,3,52,17,14,no,no,2
657,3494,31,3,24,19,20,no,no,4
658,2447,22,12,10,15,12,no,no,2
659,2060,24,12,14,19,12,yes,no,2
660,2831,21,8,14,17,26,no,no,4
661,2262,20,16,6,15,20,no,no,5
662,2312,21,28,14,17,22,yes,no,5
663,766,23,8,2,12,10,no,yes,1
664,3234,33,7,16,23,26,no,no,4
665,3553,34,7,20,17,12,no,no,2
666,2003,22,28,14,21,16,no,no,2
667,772,16,24,2,12,4,yes,no,2
668,1398,22,12,6,21,6,no,no,1
669,633,17,28,14,12,8,no,yes,1
670,4187,36,1,28,19,24,no,no,4
671,3056,38,5,44,19,26,yes,no,4
672,1413,23,20,14,15,6,no,no,1
673,3331,35,3,24,15,30,no,no,4
674,2043,16,28,2,15,12,no,no,2
675,4048,30,3,36,23,22,yes,no,5
676,3076,32,5,24,17,16,yes,no,1
677,3136,39,7,44,21,12,yes,no,2
678,988,15,28,10,12,4,yes,no,1
679,3947,36,7,16,19,18,no,no,4
680,885,24,16,2,11,4,no,yes,2
681,1506,23,20,6,23,10,no,no,1
682,3186,36,7,36,15,26,no,no,5
683,3067,35,5,48,19,26,no,no,4
684,3334,38,7,28,19,20,no,no,4
685,3978,36,7,20,17,14,no,no,2
686,1256,20,28,10,15,10,yes,no,1
687,4195,34,7,48,17,20,no,no,5
688,2364,17,16,14,19,16,yes,no,2
689,1937,16,24,14,15,8,no,no,1
690,1563,19,16,6,19,8,no,no,1
691,2331,18,12,14,15,16,no,no,2
692,3938,31,7,28,21,30,no,no,5
693,3109,31,5,24,23,12,no,no,2
694,2535,18,16,14,21,26,no,no,4
695,673,20,28,10,11,10,no,yes,2
696,511,17,16,6,11,10,no,yes,1
697,1138,19,28,10,12,4,no,yes,1
698,2265,21,20,6,21,30,no,no,4
699,951,15,28,2,13,6,no,yes,1
700,691,21,16,14,11,8,no,yes,2
701,880,23,12,14,12,8,yes,no,2
702,3820,34,5,28,15,20,yes,no,5
703,3445,31,1,52,21,16,no,no,2
704,3925,30,5,48,21,20,no,no,5
705,2239,15,28,6,19,18,no,no,5
706,2206,23,24,10,17,28,no,no,5
707,610,23,8,6,13,6,no,yes,1
708,1186,23,20,10,13,8,no,yes,1
709,1211,18,20,14,17,10,no,no,1
710,1411,18,28,10,15,10,no,no,1
711,2126,17,28,6,21,16,no,no,1
712,1203,19,8,10,19,10,no,no,2
713,3106,33,3,56,21,12,no,no,1
714,2725,22,12,10,23,12,no,no,2
715,2657,16,16,2,21,24,no,no,4
716,4131,38,1,44,15,24,no,no,4
717,529,21,20,10,11,10,no,yes,1
718,1489,16,28,2,15,8,no,no,1
719,1326,20,20,2,19,10,no,no,2
720,1349,22,24,10,19,4,no,no,1
721,1671,16,8,6,19,6,no,no,2
722,3205,30,7,44,23,28,no,no,4
723,1067,21,16,14,11,8,no,yes,2
724,1451,21,20,10,21,6,no,no,2
725,1729,24,16,6,21,10,no,no,1
726,3248,34,7,40,23,20,yes,no,5
727,3024,38,1,32,17,16,yes,no,1
728,2073,20,8,2,17,28,no,no,5
729,3730,34,7,32,15,26,no,no,5
730,2868,22,16,14,23,22,yes,no,4
731,2529,22,12,2,19,22,no,no,4
732,2160,15,16,2,21,28,yes,no,4
733,1834,21,24,6,19,10,no,no,2
734,4175,34,3,48,15,30,no,no,5
735,1442,18,24,14,19,4,no,no,2
736,3211,30,1,44,23,30,no,no,5
737,2383,15,12,10,17,22,no,no,4
738,2803,23,24,2,17,30,no,no,5
739,2964,21,20,14,19,30,yes,no,5
740,3800,39,1,56,21,26,yes,no,5
741,1859,19,16,6,21,10,no,no,2
742,3391,39,5,40,23,20,no,no,4
743,2164,17,8,14,17,14,yes,no,1
744,3112,35,7,32,19,26,yes,no,4
745,3041,39,5,48,17,22,no,no,5
746,1055,23,8,10,12,10,no,yes,2
747,648,18,28,6,12,10,yes,no,1
748,3629,36,1,56,23,14,no,no,1
749,1421,24,24,14,17,8,no,no,1
750,2343,15,16,14,17,30,no,no,5
751,4147,32,1,32,17,20,no,no,4
752,543,18,8,6,12,6,no,yes,2
753,3214,35,3,32,21,14,no,no,1
754,2838,16,28,10,21,12,no,no,2
755,3859,30,7,24,23,26,no,no,5
756,3194,34,7,48,15,16,no,no,1
757,3508,38,3,28,15,24,yes,no,5
758,2438,18,8,2,15,24,no,no,5
759,2808,23,8,14,15,26,yes,no,5
760,4093,32,1,56,23,20,no,no,4
761,1689,22,28,10,21,10,no,no,1
762,3749,37,5,20,15,12,no,no,1
763,1995,24,12,14,17,4,no,no,1
764,3213,34,3,24,19,14,no,no,1
765,2638,24,20,6,17,22,no,no,5
766,1502,24,8,10,15,6,no,no,2
767,1258,19,8,14,19,6,no,no,1
768,3557,39,3,20,15,12,no,no,1
769,2210,15,20,6,19,12,no,no,2
770,3181,33,7,24,21,20,no,no,5
771,3050,31,5,52,17,26,no,no,4
772,2908,20,20,6,19,24,yes,no,5
773,581,18,24,2,13,8,no,yes,2
774,1307,22,16,6,23,10,no,no,1
775,990,21,20,10,11,4,no,yes,1
776,4033,32,1,60,21,16,no,no,2
777,1927,24,16,14,15,6,no,no,1
778,1716,18,24,2,21,8,yes,no,2
779,1070,24,24,2,13,4,no,yes,2
780,1423,16,12,10,17,4,no,no,1
781,2529,15,12,6,17,28,no,no,5
782,3750,30,5,20,23,14,no,no,1
783,1061,19,28,6,13,10,no,yes,2
784,3186,32,3,44,17,12,no,no,2
785,3244,32,7,20,15,28,yes,no,5
786,3454,31,5,56,17,24,no,no,5
787,2307,24,24,14,17,16,no,no,1
788,554,24,12,14,11,6,no,yes,2
789,3981,36,5,24,23,14,no,no,1
790,2892,24,12,14,23,30,yes,no,5
791,2023,15,8,10,17,28,no,no,4
792,2354,15,12,6,19,16,no,no,1
793,2707,23,24,10,23,14,no,no,1
794,852,16,12,14,11,10,yes,no,2
795,2822,19,28,2,23,26,no,no,5
796,3360,35,3,52,19,14,yes,no,2
797,2611,18,12,6,21,26,no,no,5
798,2191,23,28,6,15,24,no,no,5
799,1222,18,16,6,15,4,no,no,1
800,2273,20,12,14,17,22,no,no,5
801,4104,30,3,52,17,18,yes,no,5
802,4052,38,7,40,19,12,yes,no,1
803,2540,20,24,14,23,16,yes,no,1
804,788,24,24,6,13,6,yes,no,2
805,2833,19,28,14,17,26,no,no,5
806,4192,36,5,32,15,12,yes,no,1
807,625,17,16,10,13,4,no,yes,2
808,2841,24,16,6,17,26,no,no,5
809,3715,33,1,16,15,12,no,no,1
810,2195,20,20,2,21,24,no,no,4
811,1277,23,16,2,15,6,no,no,2
812,1243,15,8,2,19,8,no,no,1
813,1409,15,8,10,23,4,no,no,2
814,4144,31,7,52,23,30,yes,no,5
815,3320,35,5,36,15,28,yes,no,5
816,4107,31,7,16,17,20,no,no,5
817,3397,34,7,44,17,14,no,no,1
818,779,18,24,10,13,10,no,yes,2
819,2284,21,20,6,19,24,yes,no,4
820,1336,18,16,10,19,8,yes,no,2
821,565,15,16,14,12,8,no,yes,1
822,3300,32,7,44,17,18,yes,no,5
823,2330,15,8,10,19,12,no,no,2
824,3089,37,7,28,17,30,no,no,4
825,2220,18,8,6,17,22,yes,no,4
826,1911,16,16,10,23,6,no,no,2
827,3661,38,7,60,19,28,no,no,5
828,1356,22,12,14,21,8,yes,no,2
829,1872,16,24,2,17,10,yes,no,1
830,3503,39,5,56,21,22,no,no,5
831,3575,38,7,40,19,28,no,no,5
832,1136,21,28,6,11,4,yes,no,1
833,2510,23,16,14,23,30,no,no,5
834,1384,16,12,6,19,10,yes,no,1
835,1522,20,24,10,21,10,no,no,2
836,981,16,20,14,12,4,no,yes,1
837,3589,31,1,24,23,20,no,no,5
838,2017,23,24,2,21,22,no,no,4
839,3966,34,3,16,21,22,no,no,4
840,1557,23,8,10,15,4,no,no,2
841,3808,38,1,48,21,14,yes,no,2
842,4232,33,3,16,15,12,yes,no,1
843,2633,19,24,10,17,28,no,no,5
844,1207,21,28,10,23,8,no,no,2
845,3797,31,5,40,19,24,no,no,4
846,3845,37,3,24,15,18,no,no,4
847,3575,34,1,44,19,26,no,no,4
848,2730,17,24,10,19,14,no,no,2
849,2044,22,16,14,17,22,yes,no,4
850,1586,15,12,14,23,6,no,no,2
851,3690,36,1,52,23,26,no,no,4
852,1715,22,28,6,17,10,no,no,1
853,911,17,20,6,12,6,no,yes,1
854,1003,16,24,14,12,6,no,yes,1
855,1989,23,24,14,15,4,no,no,1
856,1388,19,28,14,17,8,yes,no,2
857,3129,32,3,24,23,20,no,no,4
858,1030,18,20,10,11,4,no,yes,2
859,865,18,16,14,11,10,no,yes,2
860,3684,32,1,32,23,28,yes,no,4
861,902,23,8,6,11,8,no,yes,1
862,3275,32,7,20,15,20,no,no,4
863,4121,36,3,24,19,20,no,no,4
864,3023,32,5,24,23,18,no,no,5
865,3414,35,3,32,21,20,no,no,5
866,2955,19,12,6,19,20,no,no,4
867,1458,18,28,10,15,6,no,no,2
868,1924,21,12,14,17,4,yes,no,1
869,1838,21,12,2,21,10,no,no,2
870,1152,19,12,2,11,4,yes,no,2
871,3523,31,7,60,23,26,no,no,5
872,3903,31,5,52,19,28,no,no,4
873,3689,38,3,56,15,14,no,no,2
874,2964,22,12,14,17,20,yes,no,5
875,716,24,28,2,13,10,yes,no,1
876,1429,21,12,2,23,10,no,no,2
877,4296,37,5,40,15,28,yes,no,5
878,4083,35,3,24,17,26,no,no,4
879,3190,33,7,24,19,26,no,no,5
880,976,22,8,6,13,10,yes,no,1
881,2905,18,8,14,15,14,no,no,1
882,3697,30,7,52,21,14,no,no,1
883,2437,23,24,14,21,20,no,no,4
884,2408,19,24,10,21,28,yes,no,5
885,1911,22,8,14,21,10,no,no,2
886,3765,34,7,28,17,22,no,no,4
887,3880,32,7,24,21,16,yes,no,1
888,2829,24,12,14,15,18,no,no,4
889,2491,15,28,14,21,24,no,no,4
890,2150,18,20,14,15,28,no,no,5
891,520,21,8,10,12,6,yes,no,1
892,1207,18,16,14,19,10,no,no,1
893,830,22,8,14,13,8,no,yes,2
894,1542,17,28,6,15,6,no,no,2
895,1936,17,20,2,17,6,yes,no,1
896,911,19,24,14,11,10,no,yes,2
897,3617,32,5,32,23,24,no,no,5
898,1325,15,24,6,21,4,no,no,2
899,3636,39,1,16,23,26,yes,no,4
900,1159,17,28,6,12,10,no,yes,1
901,1048,22,8,14,12,10,yes,no,2
902,543,22,24,10,13,4,no,yes,2
903,942,15,16,6,12,4,no,yes,2
904,1060,24,12,14,12,10,yes,no,1
905,2514,19,8,10,21,18,no,no,5
906,2414,24,8,10,23,20,no,no,4
907,3578,30,5,16,17,28,no,no,4
908,4153,36,5,20,23,12,no,no,2
909,2408,15,28,2,15,22,yes,no,5
910,2810,16,20,10,23,14,no,no,2
911,2843,21,8,2,17,30,no,no,5
912,1486,15,24,2,15,10,no,no,1
913,1389,23,28,10,15,8,no,no,1
914,1209,19,8,14,19,6,no,no,2
915,3332,30,1,32,17,30,yes,no,4
916,3083,35,1,44,17,20,no,no,5
917,708,21,12,14,11,6,yes,no,2
918,3251,34,5,24,15,26,no,no,5
919,4076,31,5,56,21,24,yes,no,4
920,2307,17,28,14,21,28,no,no,4
921,1679,22,16,6,21,4,no,no,2
922,1146,18,20,14,11,6,no,yes,1
923,3800,30,3,16,19,18,yes,no,5
924,4282,33,5,32,17,20,no,no,4
925,3533,31,5,36,17,24,no,no,4
926,1648,17,8,10,23,10,yes,no,2
927,2133,17,12,2,17,22,no,no,4
928,3996,31,1,24,19,30,yes,no,4
929,2361,24,12,10,17,20,no,no,4
930,524,21,12,10,13,10,yes,no,1
931,3353,38,5,48,23,20,no,no,4
932,3989,33,1,52,23,22,no,no,5
933,2636,16,20,10,15,26,yes,no,5
934,2562,17,8,6,17,26,no,no,4
935,1093,18,20,14,11,6,no,yes,1
936,916,15,24,10,11,6,yes,no,2
937,1411,19,12,6,17,8,no,no,1
938,4280,31,3,44,23,26,yes,no,4
939,3735,36,7,24,21,28,no,no,4
940,798,21,28,6,11,6,no,yes,2
941,3821,35,7,28,19,30,no,no,5
942,2611,22,12,2,17,12,no,no,1
943,2830,21,8,2,15,16,no,no,2
944,3683,36,3,52,19,24,no,no,5
945,3658,38,1,40,21,18,no,no,5
946,2408,23,16,2,21,30,yes,no,4
947,1985,16,28,14,21,10,no,no,1
948,2791,19,8,6,17,14,no,no,2
949,1389,18,20,14,15,8,no,no,1
950,3943,32,7,60,15,30,no,no,4
951,2641,21,24,6,17,18,no,no,4
952,1722,21,24,6,19,4,no,no,2
953,3964,33,1,40,15,16,yes,no,2
954,593,23,8,14,13,6,no,yes,2
955,706,19,8,10,11,4,no,yes,1
956,2274,22,20,6,21,24,no,no,4
957,4128,32,7,44,23,18,yes,no,5
958,3395,36,1,16,23,22,no,no,5
959,2404,21,20,6,17,12,yes,no,1
960,3901,33,3,40,17,20,no,no,5
961,3065,37,7,28,21,14,no,no,1
962,3649,30,7,44,23,20,no,no,5
963,1240,23,8,2,21,10,yes,no,2
964,2530,15,16,2,21,16,no,no,1
965,916,21,12,10,11,6,yes,no,2
966,1910,20,28,10,23,4,no,no,2
967,1556,24,20,14,23,10,yes,no,2
968,739,18,16,10,12,6,no,yes,2
969,998,22,16,6,13,10,no,yes,1
970,3114,38,5,16,15,20,no,no,5
971,2486,19,28,6,17,24,no,no,4
972,2926,16,12,6,21,20,no,no,4
973,2883,16,24,6,15,16,no,no,2
974,4210,34,5,56,21,14,no,no,2
975,987,21,12,14,11,10,no,yes,1
976,3008,30,3,28,17,24,yes,no,5
977,3306,37,3,24,23,14,no,no,1
978,4159,33,5,52,21,20,no,no,4
979,1012,16,8,2,12,4,yes,no,1
980,4303,31,1,48,23,24,no,no,4
981,1641,24,28,14,23,8,no,no,2
982,1095,22,24,10,13,6,no,yes,2
983,3730,39,5,20,17,12,no,no,2
984,3982,32,5,44,21,22,no,no,4
985,3269,31,3,20,23,12,no,no,2
986,1662,15,8,6,19,10,no,no,2
987,3105,36,1,56,15,16,no,no,1
988,2773,22,28,10,21,30,no,no,4
989,3883,32,1,16,23,22,no,no,4
990,2909,17,16,6,15,20,no,no,5
991,1170,23,20,14,12,8,no,yes,2
992,1524,24,16,14,23,8,yes,no,2
993,2734,17,16,14,21,24,no,no,5
994,3468,35,3,52,15,14,yes,no,1
995,2442,22,24,6,19,12,no,no,2
996,3900,38,1,44,19,28,yes,no,5
997,768,22,28,14,13,10,yes,no,1
998,3836,36,5,24,15,20,yes,no,5
999,3610,30,3,48,23,24,no,no,5
1000,3178,37,7,60,17,26,no,no,5
1001,3448,38,3,36,19,12,yes,no,1
1002,4240,32,5,32,15,24,yes,no,4
1003,4319,30,5,60,15,20,no,no,5
1004,4156,35,5,36,21,16,yes,no,1
1005,1761,24,12,10,23,10,no,no,1
1006,1689,20,16,2,15,10,no,no,2
1007,2241,17,12,14,17,14,no,no,2
1008,1304,16,12,14,19,4,yes,no,1
1009,3667,35,5,60,17,30,no,no,4
1010,1795,15,8,14,15,8,no,no,2
1011,2703,21,28,10,23,30,no,no,4
1012,2604,16,20,6,15,12,yes,no,1
1013,2065,20,28,6,21,18,no,no,4
1014,3136,37,1,48,21,22,yes,no,4
1015,3421,31,5,48,19,18,no,no,5
1016,532,21,12,14,13,6,yes,no,1
1017,3859,36,5,20,15,16,no,no,2
1018,3908,31,3,44,15,20,yes,no,4
1019,2115,24,20,2,15,30,no,no,4
1020,1179,18,8,10,12,6,no,yes,2
1021,4121,39,1,36,19,24,no,no,5
1022,1820,23,24,6,23,4,yes,no,1
1023,2350,15,8,2,15,22,no,no,5
1024,930,24,12,14,12,6,no,yes,2
1025,3794,34,3,40,23,20,no,no,4
1026,1979,18,20,14,23,4,no,no,2
1027,1414,24,12,2,19,10,no,no,1
1028,1068,15,12,6,11,10,yes,no,1
1029,1837,23,8,6,23,6,no,no,1
1030,3911,37,7,32,15,30,no,no,5
1031,4084,30,3,44,17,28,yes,no,5
1032,2388,21,24,14,21,14,yes,no,2
1033,2807,24,8,10,21,30,no,no,5
1034,2153,17,8,10,21,16,no,no,1
1035,1162,18,12,6,11,10,no,yes,2
1036,3377,39,3,52,15,30,no,no,5
1037,3845,33,7,56,21,30,no,no,4
1038,1318,20,24,10,19,10,no,no,1
1039,3222,39,1,44,21,18,no,no,5
1040,1515,21,20,14,23,4,no,no,2
1041,3900,39,1,28,21,18,yes,no,4
1042,3694,33,1,16,23,12,no,no,1
1043,1712,16,20,10,17,10,yes,no,2
1044,3533,35,7,16,19,14,no,no,2
1045,1651,24,20,14,15,4,no,no,2
1046,2878,17,28,2,17,12,no,no,1
1047,2969,20,24,2,21,22,no,no,4
1048,1003,17,12,2,11,6,no,yes,1
1049,844,15,16,6,12,6,yes,no,1
1050,3168,34,5,28,21,16,yes,no,1
1051,1768,22,12,10,15,6,yes,no,1
1052,4190,32,5,44,19,22,no,no,4
1053,807,19,8,14,11,6,no,yes,2
1054,3395,39,7,60,15,20,no,no,5
1055,1600,24,16,14,19,4,yes,no,1
1056,3390,31,3,60,19,18,no,no,5
1057,3180,35,1,48,19,16,yes,no,2
1058,4297,31,7,40,15,12,no,no,1
1059,919,19,20,10,12,8,no,yes,1
1060,1615,23,20,2,17,8,no,no,1
1061,749,15,16,6,13,8,no,yes,2
1062,1572,23,24,2,21,4,yes,no,2
1063,2221,23,8,10,23,30,no,no,4
1064,1695,20,24,14,19,4,no,no,1
1065,3950,37,5,52,15,18,no,no,4
1066,3988,35,7,20,21,16,yes,no,2
1067,3902,33,1,60,21,12,no,no,1
1068,1513,23,28,14,19,8,no,no,1
1069,739,24,8,14,13,8,no,yes,2
1070,4274,38,5,36,15,12,no,no,1
1071,3262,31,7,20,19,14,no,no,1
1072,1163,16,16,10,11,4,no,yes,1
1073,1342,18,28,2,21,4,no,no,1
1074,3173,37,3,36,17,18,no,no,5
1075,1915,18,16,14,17,4,no,no,2
1076,2597,19,8,10,19,12,no,no,1
1077,2829,23,28,2,17,28,no,no,5
1078,965,18,8,10,12,8,no,yes,1
1079,2974,21,20,6,21,24,no,no,5
1080,1617,17,16,6,15,6,no,no,2
1081,4118,31,3,60,19,24,no,no,4
1082,759,16,8,2,11,10,no,yes,2
1083,3873,30,5,36,17,12,no,no,1
1084,811,19,28,14,13,8,no,yes,1
1085,1956,17,16,6,19,6,yes,no,2
1086,2113,16,12,14,17,12,no,no,1
1087,3948,36,1,24,19,12,yes,no,1
1088,1577,22,24,10,19,10,no,no,2
1089,2307,23,24,6,15,30,no,no,4
1090,2920,22,8,6,19,12,yes,no,1
1091,1149,22,8,6,12,6,no,yes,2
1092,2025,15,24,10,15,16,no,no,1
1093,1089,23,28,10,11,10,no,yes,1
1094,4034,32,5,24,15,20,no,no,4
1095,3574,31,7,56,15,28,no,no,5
1096,1553,17,16,10,17,10,no,no,1
1097,1292,17,8,2,19,10,yes,no,2
1098,3645,31,7,44,23,18,no,no,4
1099,3166,37,7,16,17,14,no,no,1
1100,1220,19,8,6,15,10,yes,no,1
1101,1161,15,12,6,12,8,no,yes,1
1102,2413,23,20,6,17,30,no,no,4
1103,3856,37,3,32,21,12,yes,no,2
1104,3759,32,7,20,15,24,no,no,4
1105,1555,19,12,6,15,8,no,no,1
1106,767,17,28,14,13,6,no,yes,2
1107,2332,16,8,6,21,30,yes,no,5
1108,2388,18,16,10,19,22,yes,no,4
1109,936,24,12,14,12,6,yes,no,2
1110,973,21,8,2,11,8,no,yes,1
1111,2363,24,8,2,21,30,no,no,4
1112,3650,39,3,52,17,24,no,no,4
1113,1026,16,16,14,11,4,no,yes,2
1114,766,24,28,10,12,6,no,yes,2
1115,4095,33,5,24,17,24,no,no,5
1116,3253,36,1,24,19,16,no,no,2
1117,589,22,28,14,12,4,no,yes,1
1118,4294,37,5,40,17,24,no,no,4
1119,3585,33,1,20,23,12,no,no,1
1120,4284,33,3,16,15,30,yes,no,5
1121,2779,16,24,14,19,12,no,no,2
1122,1994,21,28,10,23,4,no,no,2
1123,3886,35,5,16,21,24,no,no,5
1124,1153,24,20,6,12,4,no,yes,2
1125,2011,19,28,6,17,28,no,no,4
1126,3321,38,7,40,21,12,no,no,1
1127,1531,17,16,10,15,10,no,no,1
1128,1956,23,8,10,15,6,yes,no,2
1129,4066,36,3,40,15,30,no,no,4
1130,3729,30,7,56,17,24,no,no,5
1131,911,17,20,10,13,6,no,yes,1
1132,2446,17,20,6,23,24,no,no,4
1133,858,18,28,14,12,4,no,yes,1
1134,4119,30,1,56,17,14,no,no,2
1135,2055,20,20,2,17,16,no,no,1
1136,2459,23,28,6,15,16,no,no,2
1137,1351,16,8,2,21,6,no,no,1
1138,2977,18,28,14,19,20,no,no,5
1139,1333,22,8,6,21,10,no,no,2
1140,3284,38,7,56,21,14,yes,no,1
1141,1915,24,24,6,21,8,no,no,1
1142,3822,34,7,16,15,22,no,no,5
1143,698,18,16,10,13,8,no,yes,2
1144,2686,21,8,14,17,22,no,no,5
1145,1215,19,28,6,21,4,no,no,1
1146,3926,31,7,28,15,30,no,no,4
1147,781,19,24,10,11,8,no,yes,1
1148,961,18,16,10,11,4,no,yes,1
1149,4337,35,5,52,19,16,no,no,1
1150,3978,33,5,36,23,24,no,no,4
1151,800,20,16,2,12,4,yes,no,2
1152,3345,31,5,60,21,20,no,no,5
1153,4038,36,5,32,21,30,no,no,5
1154,1154,18,8,14,12,10,no,yes,2
1155,1123,18,28,10,11,10,no,yes,2
1156,1661,18,24,6,17,8,no,no,2
1157,1793,20,8,14,15,8,no,no,1
1158,2980,16,8,2,17,24,yes,no,4
1159,2982,16,28,14,15,16,no,no,2
1160,4349,32,1,36,23,30,no,no,4
1161,1739,22,12,6,21,10,no,no,2
1162,1189,23,16,14,13,10,no,yes,2
1163,1346,16,28,10,21,10,no,no,2
1164,3630,39,1,36,17,28,no,no,5
1165,1723,20,16,2,15,4,no,no,1
1166,3019,34,1,28,19,26,no,no,5
1167,4014,37,7,24,21,28,no,no,4
1168,1552,20,16,2,17,6,yes,no,1
1169,579,23,16,2,12,8,no,yes,2
1170,1531,17,24,10,15,4,no,no,2
1171,1739,17,20,14,21,6,no,no,1
1172,1309,16,8,6,17,4,no,no,1
1173,571,17,24,2,11,8,no,yes,1
1174,1482,18,24,6,21,10,no,no,1
1175,1760,23,28,10,21,8,yes,no,2
1176,2121,17,12,14,21,26,no,no,5
1177,1744,15,28,14,15,8,yes,no,1
1178,3293,37,3,40,15,26,no,no,4
1179,3658,36,7,20,21,28,no,no,5
1180,2242,21,20,14,23,24,no,no,4
1181,1095,16,28,14,11,6,no,yes,2
1182,2034,23,16,10,23,26,no,no,5
1183,2036,19,16,2,21,18,yes,no,4
1184,3518,39,1,36,15,20,no,no,5
1185,738,18,8,6,13,8,no,yes,2
1186,3697,33,3,20,21,14,no,no,2
1187,2986,19,16,6,23,26,no,no,5
1188,4268,31,3,60,19,28,yes,no,4
1189,768,18,16,6,11,10,yes,no,2
1190,2761,22,20,6,23,16,no,no,1
1191,3130,37,1,48,17,16,no,no,2
1192,1695,17,8,2,19,8,no,no,2
1193,893,15,8,14,11,6,no,yes,1
1194,3481,34,7,60,17,28,no,no,5
1195,803,20,28,6,13,6,no,yes,2
1196,1044,15,12,6,11,8,yes,no,1
1197,733,24,28,14,12,6,no,yes,2
1198,783,15,8,10,13,8,no,yes,2
1199,2564,15,8,14,23,18,yes,no,4
1200,4234,35,5,32,15,28,no,no,5
1201,1785,22,16,10,23,4,no,no,2
1202,2097,18,16,14,17,24,no,no,4
1203,932,18,16,14,11,8,yes,no,1
1204,3583,36,3,28,21,12,no,no,2
1205,1043,23,28,14,11,4,no,yes,1
1206,2941,23,8,14,19,22,no,no,4
1207,1329,15,24,2,21,10,no,no,1
1208,3658,34,1,44,17,30,no,no,4
1209,3659,33,5,40,21,12,no,no,1
1210,2736,19,8,2,23,20,yes,no,4
1211,643,17,16,2,12,10,no,yes,1
1212,1966,18,8,14,23,6,no,no,1
1213,3091,36,5,44,15,18,no,no,4
1214,4340,33,5,16,19,30,yes,no,5
1215,3333,36,1,44,21,22,no,no,5
1216,4270,32,5,44,17,26,no,no,5
1217,803,22,20,14,13,6,no,yes,1
1218,3001,38,5,28,19,20,no,no,5
1219,1906,22,20,2,21,4,no,no,2
1220,3509,33,3,52,15,24,no,no,5
1221,1067,22,8,14,13,10,no,yes,1
1222,3610,33,1,24,17,24,no,no,4
1223,3401,32,5,36,21,20,no,no,4
1224,1164,20,16,14,11,4,yes,no,2
1225,1814,18,12,2,17,8,no,no,2
1226,2865,21,20,10,17,12,no,no,2
1227,1523,18,20,2,23,8,no,no,2
1228,3571,35,5,36,17,24,no,no,4
1229,562,20,16,2,13,10,no,yes,1
1230,1248,22,12,6,19,6,yes,no,2
1231,1236,19,8,6,19,8,yes,no,1
1232,2419,18,24,14,23,18,no,no,5
1233,3645,36,3,36,17,16,no,no,2
1234,2815,20,28,6,19,26,no,no,4
1235,3267,36,5,52,17,30,no,no,4
1236,4297,39,5,52,23,18,no,no,5
1237,2921,16,24,14,19,24,no,no,5
1238,3656,38,5,52,19,12,yes,no,1
1239,3162,31,3,32,21,30,no,no,5
1240,3853,30,3,44,19,28,no,no,4
1241,1624,23,16,14,21,8,yes,no,1
1242,2125,20,8,14,17,24,no,no,5
1243,1797,22,8,6,15,10,no,no,1
1244,1934,15,28,10,21,8,no,no,2
1245,4259,37,3,16,21,14,no,no,1
1246,916,23,8,2,13,10,yes,no,2
1247,993,20,8,14,11,8,no,yes,1
1248,1690,19,28,2,15,6,no,no,2
1249,818,15,20,14,12,8,no,yes,1
1250,4342,38,7,52,23,20,no,no,4
1251,3733,37,1,24,15,22,no,no,4
1252,949,18,28,2,11,8,no,yes,1
1253,2817,16,12,10,21,12,no,no,2
1254,707,16,24,14,12,8,no,yes,2
1255,3926,34,5,36,21,14,no,no,2
1256,2084,17,24,2,19,26,yes,no,4
1257,3374,31,1,28,17,20,no,no,5
1258,1017,15,28,2,13,8,no,yes,1
1259,793,17,8,10,12,4,no,yes,1
1260,1828,19,24,6,15,4,yes,no,2
1261,3327,34,3,20,23,12,no,no,1
1262,3379,39,5,32,17,22,no,no,4
1263,827,16,20,6,11,6,no,yes,1
1264,2067,23,16,10,23,12,no,no,2
1265,2320,21,24,6,19,24,yes,no,4
1266,3067,33,1,24,17,28,no,no,5
1267,1657,23,12,14,23,4,no,no,1
1268,2788,21,16,10,23,14,yes,no,1
1269,1182,20,16,10,13,6,no,yes,2
1270,1679,19,24,6,17,8,no,no,2
1271,1417,15,16,14,21,8,no,no,1
1272,994,24,24,14,13,10,no,yes,1
1273,1645,20,24,14,23,6,no,no,1
1274,1291,17,12,10,21,4,no,no,2
1275,4000,31,1,60,15,26,yes,no,4
1276,2181,17,28,2,19,22,no,no,5
1277,2524,15,8,2,21,18,yes,no,4
1278,956,15,12,14,13,10,yes,no,1
1279,2221,21,8,6,15,22,no,no,5
1280,1210,15,28,2,21,6,no,no,2
1281,912,23,28,10,11,6,yes,no,1
1282,1784,18,12,6,21,4,yes,no,2
1283,2290,20,24,14,21,30,no,no,5
1284,2608,24,24,10,21,18,yes,no,5
1285,839,19,8,14,12,8,no,yes,2
1286,2349,21,16,10,15,18,no,no,4
1287,844,18,20,14,11,4,yes,no,1
1288,2365,24,12,10,21,18,no,no,5
1289,2725,23,24,14,23,30,no,no,5
1290,1525,20,24,14,19,4,no,no,1
1291,2569,18,20,10,21,22,no,no,5
1292,1788,21,8,2,21,4,yes,no,2
1293,3364,38,1,20,17,12,yes,no,1
1294,3505,30,3,36,19,20,no,no,5
1295,2288,15,24,2,15,16,yes,no,2
1296,1794,19,16,10,17,10,no,no,2
1297,1921,22,24,2,23,8,no,no,2
1298,1656,19,12,2,19,8,yes,no,1
